key,barrier_kcal,delta_g_rxn_kcal,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key,barrier_aarontools_rrho_kcal,delta_g_rxn_aarontools_rrho_kcal,barrier_qrrho_kcal,delta_g_rxn_qrrho_kcal,barrier_full_qrrho_kcal,delta_g_rxn_full_qrrho_kcal,delta_barrier_qharm_vs_original,delta_barrier_qharm_vs_at_rrho,delta_barrier_at_rrho_vs_original,delta_rxn_qharm_vs_original
B_00388_LB_00001_Cl_00606,12.48645496,-34.165367,9.855491309499756,-35.256890729975055,B_00388_LB_00001_r,Cl_00606_r,B_00388_LB_00001_p,Cl_00606_p,7.635797407868682,-35.256890729975055,9.355976797274323,-35.2023350386383,8.224627435286639,-35.29904341901759,-2.6309636505002434,2.219693901631074,-4.8506575521313176,-1.0915237299750515
B_00388_LB_00001_Cl_00610,9.500242697,-51.408314,8.909173414458307,-53.82983368064047,B_00388_LB_00001_r,Cl_00610_r,B_00388_LB_00001_p,Cl_00610_p,6.836862640219303,-53.66300136153829,8.502505473985808,-53.842619256276656,7.350346776354915,-53.64366781105347,-0.5910692825416923,2.0723107742390035,-2.663380056780696,-2.421519680640472
B_00388_LB_00002_Cl_00478,12.04923618,-23.81055025,10.541598166453436,-24.55285173849264,B_00388_LB_00002_r,Cl_00478_r,B_00388_LB_00002_p,Cl_00478_p,7.279842025521299,-24.953161524866378,9.638876382489347,-24.642091159121218,8.323627068156474,-24.869135277750047,-1.507638013546563,3.261756140932137,-4.7693941544787,-0.7423014884926431
B_00388_LB_00002_Cl_00490,10.70212545,-26.1663735,9.291650481757744,-27.25893743533265,B_00388_LB_00002_r,Cl_00490_r,B_00388_LB_00002_p,Cl_00490_p,6.197976873867374,-27.659247221706387,8.438057329035816,-27.292028314945092,7.180730862939484,-27.626491365188475,-1.4104749682422568,3.09367360789037,-4.504148576132627,-1.0925639353326524
B_00388_LB_00002_Cl_00497,13.76916975,-34.5931965,11.413576115688697,-35.29640563422005,B_00388_LB_00002_r,Cl_00497_r,B_00388_LB_00002_p,Cl_00497_p,8.882075847694276,-35.696715420451106,10.811559131257605,-35.35832247267237,9.58820897567603,-35.642503653603455,-2.355593634311303,2.5315002679944207,-4.887093902305724,-0.703209134220053
B_00388_LB_00002_Cl_00498,13.1206485,-35.694459,10.429059519085293,-37.01109191614652,B_00388_LB_00002_r,Cl_00498_r,B_00388_LB_00002_p,Cl_00498_p,8.244737035281545,-36.88524853755822,9.831417997085728,-36.96620803412878,8.895631808336184,-36.963805494980164,-2.691588980914707,2.184322483803747,-4.875911464718454,-1.3166329161465171
B_00388_LB_00002_Cl_00501,12.12289212,-35.952989,8.048419053033545,-36.94994308202721,B_00388_LB_00002_r,Cl_00501_r,B_00388_LB_00002_p,Cl_00501_p,6.441726320325129,-37.16386864473385,7.764236892681538,-36.940423701822404,6.7791566937319345,-37.143045424270575,-4.074473066966455,1.6066927327084155,-5.68116579967487,-0.9969540820272087
B_00388_LB_00002_Cl_00506,11.90444055,-38.6415755,10.830739213353404,-39.934764531334494,B_00388_LB_00002_r,Cl_00506_r,B_00388_LB_00002_p,Cl_00506_p,7.415344302821675,-40.33507431770823,9.749236401998607,-39.898826041703764,8.59899101730657,-40.429655528814294,-1.0737013366465966,3.415394910531729,-4.489096247178326,-1.2931890313344923
B_00388_LB_00002_Cl_00507,11.9897429,-37.50523575,10.95943829193831,-38.96252712285377,B_00388_LB_00002_r,Cl_00507_r,B_00388_LB_00002_p,Cl_00507_p,7.436841121471089,-39.61693509075321,10.026441314850919,-38.92037948058628,8.587079510605111,-39.589765179532286,-1.030304608061689,3.522597170467222,-4.552901778528911,-1.4572913728537742
B_00388_LB_00002_Cl_00553,13.33590108,-37.33189515,10.849329387279454,-36.05630139924375,B_00388_LB_00002_r,Cl_00553_r,B_00388_LB_00002_p,Cl_00553_p,8.854792040213896,-36.45661118568882,10.519433299194201,-36.08902877386728,9.295184291954126,-36.42172601307608,-2.4865716927205455,1.9945373470655579,-4.481109039786103,1.2755937507562507
B_00388_LB_00002_Cl_00554,12.01482407,-35.4453415,9.03835589737353,-36.12792354714868,B_00388_LB_00002_r,Cl_00554_r,B_00388_LB_00002_p,Cl_00554_p,6.659017078307465,-36.57551300717843,8.5121345115243,-36.22436375552959,7.301938672250035,-36.47595433141685,-2.97646817262647,2.3793388190660645,-5.355806991692535,-0.682582047148685
B_00388_LB_00002_Cl_00555,13.39908907,-37.18019075,10.954189045930333,-37.97059009081756,B_00388_LB_00002_r,Cl_00555_r,B_00388_LB_00002_p,Cl_00555_p,8.505922509157154,-38.3708998771913,10.357658867839755,-37.92621309240867,9.186478020504198,-38.4332144639104,-2.4449000240696677,2.448266536773179,-4.893166560842847,-0.790399340817558
B_00388_LB_00002_Cl_00573,11.9307077,-37.908781,10.691088330593333,-38.35014413325816,B_00388_LB_00002_r,Cl_00573_r,B_00388_LB_00002_p,Cl_00573_p,7.865807260429381,-38.68666371675785,9.974386475221714,-38.40875554593742,8.703247004886952,-38.65396092760419,-1.2396193694066664,2.8252810701639515,-4.064900439570618,-0.44136313325816445
B_00388_LB_00002_Cl_00606,11.52608942,-34.717818,10.388959844974249,-34.977137615061224,B_00388_LB_00002_r,Cl_00606_r,B_00388_LB_00002_p,Cl_00606_p,6.910619458610317,-35.37744740143496,9.300865302718275,-35.02128453944047,8.117357004758347,-35.3229358630841,-1.1371295750257513,3.4783403863639313,-4.615469961389683,-0.2593196150612229
B_00388_LB_00002_Cl_00609,8.7829167,-44.16627375,7.090441430954474,-45.964853880794685,B_00388_LB_00002_r,Cl_00609_r,B_00388_LB_00002_p,Cl_00609_p,5.006566953378082,-45.74335080676695,6.685304584636512,-45.8727759370966,5.522528351223692,-45.86873343511868,-1.6924752690455254,2.0838744775763924,-3.776349746621918,-1.798580130794683
B_00388_LB_00003_Cl_00500,6.6341308,-39.52741725,7.021450742809672,-37.7447990142428,B_00388_LB_00003_r,Cl_00500_r,B_00388_LB_00003_p,Cl_00500_p,2.9322815729557683,-37.47234185813103,5.654441265207533,-37.706284283460874,4.422216584324726,-37.58388304650666,0.38731994280967186,4.089169169853903,-3.701849227044232,1.782618235757198
B_00388_LB_00006_Cl_00500,13.24771725,-38.19718,13.764209164752252,-35.823394809456175,B_00388_LB_00006_r,Cl_00500_r,B_00388_LB_00006_p,Cl_00500_p,10.261988681417503,-35.60130756531414,12.812928476108734,-35.71089486030789,11.427396063977968,-35.669442196195604,0.5164919147522511,3.5022204833347494,-2.9857285685824984,2.3737851905438276
B_00388_LB_00013_Cl_00488,12.9494665,-46.07763875,10.326615182991516,-45.40774937841404,B_00388_LB_00013_r,Cl_00488_r,B_00388_LB_00013_p,Cl_00488_p,7.6978850185502194,-45.43214468867298,9.686110710932626,-45.34426955166993,8.473082026790408,-45.506987123213946,-2.622851317008484,2.628730164441296,-5.25158148144978,0.6698893715859597
B_00388_LB_00013_Cl_00500,13.79723783,-36.66400925,11.755152652530452,-35.56882703230091,B_00388_LB_00013_r,Cl_00500_r,B_00388_LB_00013_p,Cl_00500_p,9.666976111378238,-35.25248152114574,11.350181010816485,-35.46167006485822,10.17668250493474,-35.375992499936274,-2.0420851774695485,2.0881765411522135,-4.130261718621762,1.0951822176990902
B_00388_LB_00014_Cl_00474,13.8800741,-21.9169435,9.90720365528356,-22.692484455305223,B_00388_LB_00014_r,Cl_00474_r,B_00388_LB_00014_p,Cl_00474_p,8.050435272799488,-22.52619075450521,9.526393293163787,-22.641403556795296,8.567415371707309,-22.57327636827156,-3.97287044471644,1.8567683824840717,-5.829638827200512,-0.7755409553052246
B_00388_LB_00015_Cl_00475,14.12563995,-27.26016875,10.847811672076112,-28.10536108313073,B_00388_LB_00015_r,Cl_00475_r,B_00388_LB_00015_p,Cl_00475_p,8.354117621452227,-28.424479491088285,10.27835704557298,-28.184428108831163,9.032029680287094,-28.367498591099814,-3.277828277923888,2.493694050623885,-5.771522328547773,-0.8451923331307327
B_00388_LB_00015_Cl_00488,13.11749845,-45.74631875,10.975822288162547,-44.76325671390604,B_00388_LB_00015_r,Cl_00488_r,B_00388_LB_00015_p,Cl_00488_p,7.583971576812668,-45.041103419624996,10.003660953842664,-44.8326769037019,8.718507831170719,-44.99946612157744,-2.1416761618374522,3.3918507113498793,-5.5335268731873315,0.9830620360939619
B_00388_LB_00016_Cl_00476,13.43839003,-38.7454895,10.907087236013258,-39.24051055870166,B_00388_LB_00016_r,Cl_00476_r,B_00388_LB_00016_p,Cl_00476_p,8.22900783826859,-39.65027594028733,10.185060164699939,-39.29131369260958,9.033536208019424,-39.559528154433174,-2.531302793986743,2.6780793977446677,-5.209382191731411,-0.4950210587016599
B_00388_LB_00017_Cl_00477,14.29080422,-22.37721475,12.814815876019704,-23.521693267368185,B_00388_LB_00017_r,Cl_00477_r,B_00388_LB_00017_p,Cl_00477_p,9.293712021410885,-23.695758378650925,11.749584224093606,-23.604925207538237,10.52229514673538,-23.573218904234057,-1.4759883439802959,3.5211038546088194,-4.997092198589115,-1.144478517368185
B_00388_LB_00018_Cl_00478,11.25570595,-23.30014175,9.513325919172416,-23.908468186284026,B_00388_LB_00018_r,Cl_00478_r,B_00388_LB_00018_p,Cl_00478_p,6.066775623721581,-24.22701999128182,8.601311656063201,-23.911687345540884,7.113819482351905,-24.24529066118023,-1.742380030827583,3.4465502954508356,-5.1889303262784185,-0.6083264362840239
B_00388_LB_00018_Cl_00552,8.352570925,-46.46279825,8.592725578678266,-48.36739866830708,B_00388_LB_00018_r,Cl_00552_r,B_00388_LB_00018_p,Cl_00552_p,5.500748019001864,-48.21981941838442,7.870124834440005,-48.29970415682991,6.376056452532739,-48.34951887061122,0.24015465367826572,3.091977559676402,-2.8518229059981364,-1.9046004183070835
B_00388_LB_00019_Cl_00488,9.436351275,-48.95836575,8.658464251628912,-48.07206905530074,B_00388_LB_00019_r,Cl_00488_r,B_00388_LB_00019_p,Cl_00488_p,4.487309136593846,-48.16216139453704,7.295743588132718,-47.98998943120826,5.998902207233129,-48.22180511680042,-0.777887023371088,4.171155115035066,-4.949042138406154,0.8862966946992614
B_00388_LB_00021_Cl_00481,10.2337971,-27.43699825,9.119487448216676,-27.706204074900945,B_00388_LB_00021_r,Cl_00481_r,B_00388_LB_00021_p,Cl_00481_p,6.035513396028757,-27.943741046866293,8.275709496132144,-27.6989901578859,6.975817464315074,-27.902949037588346,-1.1143096517833246,3.0839740521879184,-4.198283703971243,-0.269205824900947
B_00388_LB_00021_Cl_00488,11.0974128,-48.80193,8.835527579175505,-47.7886087427241,B_00388_LB_00021_r,Cl_00488_r,B_00388_LB_00021_p,Cl_00488_p,5.824739004330106,-47.99829177344008,8.016556513151091,-47.76825298269713,6.746074146723687,-48.03323619613206,-2.261885220824496,3.0107885748453986,-5.272673795669895,1.0133212572758978
B_00388_LB_00022_Cl_00525,14.2693431,-36.128689,12.022554567806472,-35.44319335858351,B_00388_LB_00022_r,Cl_00525_r,B_00388_LB_00022_p,Cl_00525_p,9.969977769193678,-35.461224298784465,11.694776268340656,-35.39887291197738,10.440125450232081,-35.53207208172052,-2.246788532193529,2.052576798612794,-4.299365330806323,0.6854956414164945
B_00388_LB_00024_Cl_00488,13.05848208,-46.3402475,10.459702482162225,-45.525026480485145,B_00388_LB_00024_r,Cl_00488_r,B_00388_LB_00024_p,Cl_00488_p,7.609770630466887,-45.7274571863896,9.705935913315193,-45.50878061093321,8.509589417799088,-45.752729021091184,-2.5987795978377743,2.849931851695338,-5.448711449533112,0.8152210195148513
B_00388_LB_00024_Cl_00517,14.04576547,-35.6925765,11.592922634996736,-36.44317860497449,B_00388_LB_00024_r,Cl_00517_r,B_00388_LB_00024_p,Cl_00517_p,9.206069605777499,-36.66592819740953,11.014900393004064,-36.52284095130634,9.888135032701605,-36.60205582398054,-2.4528428350032634,2.386853029219237,-4.8396958642225005,-0.7506021049744902
B_00388_LB_00025_Cl_00484,11.85405857,-34.13556075,9.505952254602272,-34.78897920908931,B_00388_LB_00025_r,Cl_00484_r,B_00388_LB_00025_p,Cl_00484_p,6.569363529776011,-35.08796342430545,8.706917758660246,-34.85308460743781,7.511621697258853,-35.013668397743444,-2.348106315397727,2.9365887248262617,-5.284695040223989,-0.6534184590893091
B_00388_LB_00025_Cl_00520,10.5561062,-34.048652,9.14145916987414,-35.16314407681215,B_00388_LB_00025_r,Cl_00520_r,B_00388_LB_00025_p,Cl_00520_p,6.047375765320069,-35.33250007649757,8.258818263310873,-35.13039121149097,7.068074055060559,-35.33456168199714,-1.4146470301258596,3.0940834045540715,-4.508730434679931,-1.1144920768121551
