species_class,species_key,B_Index,N_Index,N_Atomid,Cl_Index,conf_id,calc_stage,log_found,log_path,log_source,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after
B_radical,B_00430,430.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00430_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00430,430.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00430_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0
B_radical,B_00431,431.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00431_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0
B_radical,B_00431,431.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00431_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0
B_radical,B_00432,432.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00432_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7523,0.75,0.75,0.0022999999999999687,0.0
B_radical,B_00432,432.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00432_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0
B_radical,B_00433,433.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00433_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7513,0.75,0.75,0.0012999999999999678,0.0
B_radical,B_00433,433.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00433_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.752,0.75,0.75,0.0020000000000000018,0.0
B_radical,B_00434,434.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00434_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7574,0.75,0.75,0.007399999999999962,0.0
B_radical,B_00434,434.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00434_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7599,0.7501,0.7501,0.00990000000000002,9.999999999998899e-05
B_radical,B_00435,435.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00435_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7511,0.75,0.75,0.0010999999999999899,0.0
B_radical,B_00435,435.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00435_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7518,0.75,0.75,0.0018000000000000238,0.0
B_radical,B_00436,436.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00436_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7523,0.75,0.75,0.0022999999999999687,0.0
B_radical,B_00436,436.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00436_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0
B_radical,B_00437,437.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00437_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0
B_radical,B_00437,437.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00437_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7538,0.75,0.75,0.0038000000000000256,0.0
B_radical,B_00438,438.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00438_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7535,0.75,0.75,0.0034999999999999476,0.0
B_radical,B_00438,438.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00438_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7542,0.75,0.75,0.0041999999999999815,0.0
B_radical,B_00439,439.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00439_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7512,0.75,0.75,0.0011999999999999789,0.0
B_radical,B_00439,439.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00439_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7517,0.75,0.75,0.0017000000000000348,0.0
B_radical,B_00440,440.0,,,,0,GS_OPT,True,E:\work\B_Cl_Nu\Data\GS_OPT\B_single\B_00440_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7703,0.7501,0.7501,0.020299999999999985,9.999999999998899e-05
B_radical,B_00440,440.0,,,,0,GS_SPE,True,E:\work\B_Cl_Nu\Data\GS_SPE\B_single\B_00440_r_0000.log,open_shell_components_from_3_Build_DataBase_v1,True,0,2,0.75,0.7755,0.7502,0.7502,0.025499999999999967,0.00019999999999997797
