component_type,component_key,log_path,log_found,log_source,target_atom_index,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,n_spin_atoms,target_spin_density,max_abs_spin_density,dominant_spin_density,sum_spin_density,total_abs_spin_density,B_Index,N_Index,N_Atomid,Cl_Index
BN_radical_complex_r,BN_00388_00063,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00063_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7529,0.75,0.75,0.0029000000000000137,0.0,28,1.065486,1.065486,1.065486,0.9999989999999999,1.3668630000000002,388.0,63.0,1.0,
BN_radical_complex_r,BN_00388_00064,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00064_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7528,0.75,0.75,0.0028000000000000247,0.0,29,1.091867,1.091867,1.091867,0.9999989999999999,1.392793,388.0,64.0,5.0,
BN_radical_complex_r,BN_00388_00068,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00068_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.753,0.75,0.75,0.0030000000000000027,0.0,22,1.077708,1.077708,1.077708,1.0000000000000002,1.55234,388.0,68.0,3.0,
BN_radical_complex_r,BN_00388_00069,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00069_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0,16,0.914036,0.914036,0.914036,0.9999979999999999,1.211238,388.0,69.0,1.0,
BN_radical_complex_r,BN_00388_00070,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00070_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0,19,0.792328,0.792328,0.792328,1.000001,1.3151530000000002,388.0,70.0,2.0,
BN_radical_complex_r,BN_00388_00071,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00071_r_0003.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0,40,0.709417,0.709417,0.709417,0.9999969999999998,2.3944469999999995,388.0,71.0,5.0,
BN_radical_complex_r,BN_00388_00072,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00072_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,34,0.935812,0.935812,0.935812,0.9999989999999996,1.6558750000000002,388.0,72.0,3.0,
BN_radical_complex_r,BN_00388_00073,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00073_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,31,0.89595,0.89595,0.89595,1.0,1.3798640000000004,388.0,73.0,3.0,
BN_radical_complex_r,BN_00388_00074,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00074_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7537,0.75,0.75,0.0037000000000000366,0.0,19,0.726511,0.726511,0.726511,0.999999,1.148199,388.0,74.0,2.0,
BN_radical_complex_r,BN_00388_00075,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00075_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,23,0.882447,0.882447,0.882447,0.9999999999999997,1.5561439999999995,388.0,75.0,1.0,
BN_radical_complex_r,BN_00388_00076,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00076_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,43,0.897876,0.897876,0.897876,1.0000030000000002,2.054449,388.0,76.0,4.0,
BN_radical_complex_r,BN_00388_00077,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00077_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7528,0.75,0.75,0.0028000000000000247,0.0,23,0.826793,0.826793,0.826793,0.9999979999999997,1.3857819999999998,388.0,77.0,2.0,
BN_radical_complex_r,BN_00388_00078,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00078_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,46,0.894488,0.894488,0.894488,0.9999980000000004,1.7619939999999998,388.0,78.0,5.0,
BN_radical_complex_r,BN_00388_00079,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00079_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,34,0.926977,0.926977,0.926977,0.9999980000000002,1.4923659999999999,388.0,79.0,1.0,
BN_radical_complex_r,BN_00388_00080,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00080_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7528,0.75,0.75,0.0028000000000000247,0.0,18,0.821083,0.821083,0.821083,0.9999990000000001,1.2933049999999997,388.0,80.0,2.0,
BN_radical_complex_r,BN_00388_00081,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00081_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0,31,0.830676,0.830676,0.830676,0.9999990000000001,1.455173,388.0,81.0,4.0,
BN_radical_complex_r,BN_00388_00082,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00082_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0,21,0.858657,0.858657,0.858657,0.9999999999999999,1.216534,388.0,82.0,3.0,
BN_radical_complex_r,BN_00388_00083,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00083_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.753,0.75,0.75,0.0030000000000000027,0.0,31,0.71932,0.71932,0.71932,1.000001,2.5354870000000007,388.0,83.0,6.0,
BN_radical_complex_r,BN_00388_00084,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00084_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,25,0.91816,0.91816,0.91816,1.000001,1.348913,388.0,84.0,2.0,
BN_radical_complex_r,BN_00388_00085,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00085_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7535,0.75,0.75,0.0034999999999999476,0.0,43,0.953401,0.953401,0.953401,1.000001,1.802281,388.0,85.0,4.0,
BN_radical_complex_r,BN_00388_00086,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00086_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7537,0.75,0.75,0.0037000000000000366,0.0,25,0.8156,0.8156,0.8156,1.000001,1.239769,388.0,86.0,7.0,
BN_radical_complex_r,BN_00388_00087,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00087_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7531,0.75,0.75,0.0030999999999999917,0.0,28,0.840904,0.840904,0.840904,1.0000000000000002,1.8076919999999999,388.0,87.0,3.0,
BN_radical_complex_r,BN_00388_00088,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00088_r_0002.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7528,0.75,0.75,0.0028000000000000247,0.0,25,0.755567,0.755567,0.755567,0.999998,1.8746420000000001,388.0,88.0,2.0,
BN_radical_complex_r,BN_00388_00089,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00089_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,31,0.726791,0.726791,0.726791,0.9999990000000004,2.9992669999999997,388.0,89.0,2.0,
BN_radical_complex_r,BN_00388_00090,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00090_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7526,0.75,0.75,0.0026000000000000467,0.0,18,0.779572,0.779572,0.779572,1.0000010000000001,1.315931,388.0,90.0,2.0,
BN_radical_complex_r,BN_00388_00091,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00091_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7536,0.75,0.75,0.0036000000000000476,0.0,31,0.846109,0.846109,0.846109,1.0000010000000001,2.406259,388.0,91.0,2.0,
BN_radical_complex_r,BN_00388_00092,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00092_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,35,0.796867,0.796867,0.796867,1.0,3.768948,388.0,92.0,4.0,
BN_radical_complex_r,BN_00388_00093,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00093_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,20,0.864158,0.864158,0.864158,0.9999989999999999,1.2341190000000002,388.0,93.0,1.0,
BN_radical_complex_r,BN_00388_00094,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00094_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,34,0.865953,0.865953,0.865953,1.0000019999999998,2.546322,388.0,94.0,3.0,
BN_radical_complex_r,BN_00388_00095,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00095_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7524,0.75,0.75,0.0023999999999999577,0.0,17,0.741017,0.741017,0.741017,0.999998,1.354662,388.0,95.0,2.0,
BN_radical_complex_r,BN_00388_00096,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00096_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,41,0.974344,0.974344,0.974344,1.0000000000000002,1.7936739999999998,388.0,96.0,4.0,
BN_radical_complex_r,BN_00388_00097,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00097_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,36,0.890271,0.890271,0.890271,0.9999969999999998,2.0968150000000003,388.0,97.0,3.0,
BN_radical_complex_r,BN_00388_00098,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00098_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,46,0.93449,0.93449,0.93449,0.9999979999999998,2.0639239999999996,388.0,98.0,4.0,
BN_radical_complex_r,BN_00388_00099,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00099_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,29,0.794815,0.794815,0.794815,1.000001,3.6245710000000004,388.0,99.0,2.0,
BN_radical_complex_r,BN_00388_00100,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00100_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,47,0.973693,0.973693,0.973693,1.000001,1.9393030000000002,388.0,100.0,4.0,
BN_radical_complex_r,BN_00388_00101,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00101_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,27,0.830415,0.830415,0.830415,1.000002,2.0617,388.0,101.0,4.0,
BN_radical_complex_r,BN_00388_00102,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00102_r_0003.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,43,0.887903,0.887903,0.887903,1.0,1.6423720000000002,388.0,102.0,4.0,
BN_radical_complex_r,BN_00388_00103,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00103_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,25,0.926196,0.926196,0.926196,1.0000019999999998,1.3114139999999999,388.0,103.0,1.0,
BN_radical_complex_r,BN_00388_00104,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00104_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7538,0.75,0.75,0.0038000000000000256,0.0,25,0.94483,0.94483,0.94483,0.9999989999999999,1.3771030000000002,388.0,104.0,1.0,
BN_radical_complex_r,BN_00388_00105,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00105_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,26,0.903468,0.903468,0.903468,1.0000000000000002,1.67132,388.0,105.0,1.0,
BN_radical_complex_r,BN_00388_00106,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00106_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7527,0.75,0.75,0.0027000000000000357,0.0,17,0.823541,0.823541,0.823541,0.999999,1.239783,388.0,106.0,2.0,
BN_radical_complex_r,BN_00388_00107,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00107_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,18,0.858904,0.858904,0.858904,1.000002,1.20333,388.0,107.0,1.0,
BN_radical_complex_r,BN_00388_00108,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00108_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,32,0.926149,0.926149,0.926149,0.9999990000000001,1.400115,388.0,108.0,4.0,
BN_radical_complex_r,BN_00388_00109,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00388_Nu_00109_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.753,0.75,0.75,0.0030000000000000027,0.0,28,0.76055,0.76055,0.76055,0.999999,1.7496009999999997,388.0,109.0,4.0,
